0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,spicy
0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,savory
0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,savory
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,savory
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,savory
0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,sweet
1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,spicy
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,sweet
0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,spicy
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,spicy
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,savory
0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,savory
1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,savory
0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,savory
0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,spicy
1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,sweet
1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,savory
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,sweet
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,spicy
1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,sweet
0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,spicy
1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,savory
0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,sweet
0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,spicy
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,spicy
0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,spicy
0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,savory
0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,savory
0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,sweet
0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,spicy
0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,savory
1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,spicy
1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,spicy
0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,savory
0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,spicy
1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,savory
0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,savory
0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,savory
0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,savory
0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,spicy
0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,savory
0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,savory
0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,savory
0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,spicy
0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,savory
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,spicy
0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,sweet
0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,savory
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,savory
0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,savory
1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,sweet
0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,spicy
0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,sweet
0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,savory
0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,sweet
0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,sweet
0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,savory
0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,savory
0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,spicy
0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,sweet
1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,spicy
0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,savory
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,spicy
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,spicy
0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,spicy
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,sweet
1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,sweet
0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,savory
0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,savory
0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,savory
0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,savory
0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,savory
0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,spicy
0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,spicy
0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,sweet
0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,spicy
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,savory
0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,spicy
1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,spicy
1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,savory
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,savory
0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,savory
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,spicy
0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,savory
0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,spicy
0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,spicy
0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,spicy
0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,savory
0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,savory
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,savory
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,sweet
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,savory
0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,savory
0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,spicy
0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,spicy
0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,savory
0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,savory
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,spicy
0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,spicy
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,savory
0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,sweet
0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,sweet
0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,spicy
1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,spicy
0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,spicy
1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,spicy
0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,savory
0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,savory
0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,savory
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,spicy
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,spicy
0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,spicy
1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,spicy
0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,savory
0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,sweet
0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,savory
1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,savory
0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,spicy
0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,spicy
0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,savory
0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,savory
0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,spicy
0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,savory
0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,spicy
0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,sweet
1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,sweet
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,savory
0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,savory
0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,savory
1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,sweet
0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,sweet
0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,savory
0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,savory
0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,savory
0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,savory
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,sweet
1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,spicy
1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,sweet
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,savory
0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,savory
0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,savory
1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,spicy
